livingAreaSqFt,numOfBathrooms,lotSizeSqFt,numOfBedrooms,numOfStories,numOfPhotos,hasSpa,hasView,numOfPatioAndPorchFeatures,numOfParkingFeatures,latest_saleyear,numOfSecurityFeatures,latestPrice
3670.0,4.0,14810.4,4,1,35,False,False,0,1,2018,0,795000.00
2785.0,2.0,11325.6,4,1,1,False,False,1,1,2019,2,480000.00
3873.0,4.0,10323.0,5,2,35,False,False,0,2,2018,0,565000.00
3130.0,3.5,11761.2,4,2,39,False,True,3,2,2020,2,550000.00
2988.0,3.0,7448.0,5,2,40,False,False,0,2,2018,0,579000.00
2839.0,3.0,10062.0,4,1,72,False,False,3,2,2020,1,580000.00
1152.0,1.0,28314.0,3,1,28,False,True,0,2,2019,0,275000.00
3145.0,3.0,8712.0,4,2,1,False,False,2,1,2020,2,535000.00
4043.0,4.0,28314.0,4,2,36,False,False,0,1,2019,0,1150000.00
3520.0,4.0,10105.0,4,2,39,False,False,1,2,2020,2,525000.00
3335.0,4.0,17424.0,4,2,40,False,False,3,2,2020,1,510000.00
1891.0,2.0,13503.6,3,1,26,False,False,0,1,2019,0,375000.00
3788.0,4.0,12196.8,4,2,22,False,True,0,2,2018,0,419900.00
2758.0,3.0,10454.0,4,1,72,False,False,3,2,2020,2,389900.00
1454.0,2.0,8407.0,4,1,41,False,False,2,2,2020,1,369900.00
2852.0,3.0,7357.0,4,2,30,False,False,0,2,2019,2,475000.00
3186.0,4.0,8407.0,5,2,33,False,False,1,1,2020,1,580400.00
4043.0,4.0,28314.0,4,2,36,True,False,0,2,2018,0,1150000.00
2522.0,3.0,10018.0,4,1,1,False,False,0,2,2019,0,514000.00
3137.0,4.0,7840.0,4,2,40,False,False,0,1,2018,0,353637.00
2840.0,3.0,12196.8,4,2,4,True,False,2,2,2020,0,500000.00
3520.0,3.0,6751.0,4,2,31,False,True,0,2,2018,0,499900.00
1632.0,2.0,11761.2,3,1,1,False,True,3,1,2020,2,391000.00
4043.0,4.0,14810.4,4,2,1,False,True,2,2,2019,0,1150000.00
2593.0,3.0,7187.0,4,2,27,False,False,1,2,2020,1,310000.00
2162.0,2.0,10149.0,3,1,34,False,False,0,1,2019,0,435000.00
3397.0,4.0,15246.0,5,2,1,False,False,0,1,2019,0,575000.00
4043.0,4.0,14810.4,5,2,35,True,True,0,2,2018,0,1150000.00
2942.0,4.0,6969.0,5,2,2,False,False,0,2,2018,0,499999.00
2852.0,3.0,6795.0,4,2,31,False,False,2,2,2020,0,475000.00
2866.0,3.0,7501.0,4,2,41,False,True,0,2,2020,1,479000.00
4043.0,4.0,11761.2,5,2,1,True,False,3,1,2020,1,799000.00
3047.0,4.0,7056.0,4,2,36,False,False,0,2,2018,0,460000.00
2909.0,2.5,10122.0,4,2,63,False,False,0,2,2020,0,478500.00
4043.0,4.0,28314.0,5,2,72,True,True,2,3,2020,2,1150000.00
1500.0,2.0,7884.0,3,2,25,False,True,2,1,2019,1,300000.00
3783.0,4.0,28314.0,4,1,40,False,True,1,3,2020,1,562454.00
3540.0,3.0,28314.0,5,2,1,False,True,0,2,2018,0,369900.00
4043.0,4.0,28314.0,5,2,38,False,False,0,1,2018,0,1150000.00
1500.0,2.0,7405.0,3,2,20,False,False,0,2,2018,0,300000.00
4043.0,4.0,28314.0,5,1,27,True,True,0,1,2018,0,315000.00
1433.0,2.0,8537.0,4,1,61,False,True,1,2,2020,1,189900.00
3634.0,4.0,9713.0,4,2,40,False,True,2,1,2019,2,585000.00
3443.0,3.0,28314.0,4,2,24,False,False,0,2,2020,0,924500.00
3967.0,4.0,28314.0,5,1,34,False,False,0,1,2018,0,1150000.00
4043.0,4.0,28314.0,4,2,16,False,False,0,1,2019,0,1150000.00
1711.0,2.0,12632.4,3,1,31,False,False,0,2,2018,0,327000.00
4170.0,4.5,14810.4,5,2,1,False,False,0,1,2019,0,599900.00
2066.0,2.0,13068.0,3,1,35,False,False,0,1,2018,0,450000.00
1945.0,2.0,12632.4,4,1,26,False,False,0,1,2019,0,379000.00
4043.0,4.0,28314.0,4,1,37,True,True,3,0,2020,0,1150000.00
2028.0,2.0,8323.0,3,2,44,False,False,0,2,2020,0,321900.00
2631.0,2.0,28314.0,3,1,30,False,True,2,2,2019,2,500000.00
1072.0,2.0,2269.0,2,2,20,False,False,0,0,2018,0,169997.00
3137.0,3.0,11761.2,4,2,65,False,True,2,3,2019,1,389000.00
4043.0,4.0,28314.0,3,1,26,False,False,0,1,2018,0,1150000.00
1880.0,2.0,6098.0,3,1,1,False,False,2,3,2019,1,275000.00
2281.0,3.0,7100.0,4,2,28,False,True,0,1,2018,0,184900.00
1665.0,3.0,4094.0,3,2,27,False,False,0,1,2018,0,225000.00
1085.0,2.0,6795.0,3,1,31,False,False,1,2,2020,0,220000.00
1961.0,2.0,6011.0,4,1,34,False,False,0,2,2019,1,249900.00
2641.0,3.0,5967.0,4,2,31,False,False,1,1,2019,1,299990.00
2217.0,3.0,6260.0,3,2,1,False,False,0,2,2018,0,260000.00
1611.0,2.0,5227.0,4,1,31,False,False,0,1,2018,0,245000.00
2217.0,3.0,5749.0,3,2,3,False,False,0,2,2020,0,295000.00
1456.0,2.0,5749.0,3,1,33,False,False,2,1,2019,0,235000.00
2115.0,3.0,5924.0,4,2,31,False,False,1,2,2020,1,300000.00
2024.0,4.0,8145.0,4,2,1,False,True,0,1,2020,0,359900.00
1611.0,2.0,5227.0,4,1,1,False,True,0,2,2019,0,250000.00
1512.0,2.0,5501.0,3,1,6,False,False,1,1,2020,2,285990.00
1458.0,2.0,5662.0,3,1,22,False,False,0,1,2018,0,220000.00
1496.0,3.0,4229.0,3,2,72,False,False,0,2,2020,0,257900.00
1131.0,2.0,7405.0,3,1,1,False,False,0,1,2019,1,221900.00
1533.0,3.0,4660.0,3,1,1,False,False,2,1,2019,2,297000.00
1366.0,3.0,4225.0,2,2,29,False,False,0,1,2018,0,225000.00
1449.0,2.0,5052.0,3,1,35,False,False,2,2,2020,0,259900.00
1058.0,2.0,4573.0,3,1,47,False,False,0,2,2019,0,220000.00
1845.0,3.0,8015.0,4,2,1,False,False,0,1,2019,0,259900.00
1366.0,3.0,4225.0,3,2,28,False,True,0,2,2018,0,220000.00
2071.0,2.0,6141.0,3,1,29,False,False,1,1,2019,1,304000.00
960.0,2.0,7100.0,3,1,27,False,True,0,3,2018,0,190000.00
1211.0,2.0,6838.0,3,1,53,False,True,0,1,2019,1,270800.00
1545.0,3.0,6621.0,3,2,30,False,False,0,1,2019,1,269900.00
1845.0,3.0,5880.0,4,2,1,False,False,1,2,2020,1,279900.00
2007.0,3.0,4356.0,3,2,26,False,False,2,2,2020,1,350000.00
2428.0,3.0,6934.0,4,2,48,False,False,0,1,2019,0,384990.00
1366.0,3.0,4225.0,2,1,56,False,False,0,2,2020,2,249990.00
1328.0,2.0,7143.0,3,1,20,False,False,1,2,2020,1,225000.00
1845.0,3.0,4225.0,4,2,27,False,False,0,1,2019,2,275000.00
1800.0,2.0,6033.0,3,1,1,False,False,2,2,2020,2,319900.00
1035.0,2.0,8276.0,3,1,24,False,True,1,3,2020,1,219000.00
1496.0,1.0,4225.0,2,2,4,False,False,0,2,2018,0,239950.00
1094.0,2.0,7448.0,3,1,19,False,False,2,1,2019,1,203499.00
1752.0,2.0,7405.0,4,1,30,False,False,0,2,2018,0,239900.00
1844.0,3.0,10802.0,3,1,5,False,False,1,2,2020,0,308036.00
1081.0,2.0,10018.0,3,1,10,False,False,0,1,2019,0,210000.00
1880.0,2.0,6098.0,3,1,1,False,False,1,1,2019,2,169500.00
2234.0,3.0,5749.0,3,2,40,False,False,0,2,2018,0,238888.00
1449.0,2.0,5052.0,3,1,22,False,False,2,1,2019,0,233500.00
1652.0,2.0,6272.0,3,1,29,False,False,2,3,2019,2,253000.00
2466.0,3.0,6163.0,4,2,28,False,False,0,2,2019,0,299490.00
1961.0,2.0,8319.0,4,1,28,False,False,2,2,2020,1,321000.00
1343.0,2.0,4268.0,3,1,19,False,False,0,1,2019,0,225000.00
1600.0,2.5,4225.0,2,2,33,False,False,0,2,2018,0,225000.00
1845.0,3.0,4225.0,4,2,72,False,False,2,3,2020,0,167900.00
2111.0,3.0,8189.0,3,2,46,True,False,2,2,2020,0,275000.00
1404.0,2.0,12632.4,3,1,1,False,False,0,1,2018,0,245000.00
2228.0,3.0,5619.0,4,2,36,False,False,2,1,2019,0,334000.00
991.0,2.0,5662.0,2,1,55,False,False,2,2,2020,1,190000.00
1850.0,2.0,6054.0,3,1,13,False,False,1,1,2019,1,315000.00
1120.0,2.0,4917.0,3,1,20,False,False,0,1,2020,0,235000.00
907.0,1.0,7143.0,2,1,27,False,False,1,1,2020,1,199000.00
1025.0,2.0,5662.0,3,1,31,False,False,0,2,2019,1,221000.00
1691.0,2.0,7840.0,3,1,17,False,False,0,1,2018,0,220000.00
2068.0,3.0,3615.0,3,2,35,False,False,1,2,2020,1,269000.00
1436.0,3.0,3484.0,3,2,1,True,True,0,3,2018,0,215000.00
1249.0,2.0,13068.0,3,1,28,False,False,0,1,2018,0,220000.00
1442.0,3.0,3659.0,3,2,44,False,False,1,2,2020,2,249900.00
1461.0,2.0,5501.0,3,1,30,False,False,1,1,2019,2,278990.00
1508.0,3.0,12196.8,3,2,29,False,False,0,1,2019,0,263000.00
2755.0,3.0,7405.0,3,2,33,False,False,1,2,2020,2,375000.00
1351.0,2.0,4573.0,4,1,26,False,True,1,1,2019,1,245000.00
1442.0,3.0,5967.0,3,2,1,False,False,0,2,2020,1,237000.00
1678.0,2.0,6185.0,3,1,39,False,False,0,1,2018,0,250000.00
1678.0,2.0,5749.0,4,1,32,False,False,1,1,2019,1,284000.00
2022.0,4.0,7601.0,5,1,15,False,False,0,1,2020,0,399900.00
1309.0,2.0,8049.0,4,2,20,False,False,2,1,2019,0,212000.00
1135.0,2.0,7143.0,3,1,1,False,False,0,1,2019,1,205000.00
1552.0,3.5,3600.0,3,2,26,False,False,0,2,2020,1,239900.00
1574.0,2.0,5183.0,3,1,30,False,True,0,2,2019,0,250000.00
1654.0,2.0,7910.0,3,1,2,False,False,0,2,2019,0,284990.00
2281.0,3.0,7405.0,4,2,49,False,False,3,2,2020,1,325000.00
2025.0,2.0,7069.0,4,1,21,False,False,0,2,2019,0,294040.00
1426.0,2.0,3615.0,3,1,53,False,False,1,3,2020,1,225000.00
1265.0,2.0,6969.0,3,1,26,False,False,1,1,2019,0,219000.00
1750.0,2.0,5183.0,3,1,33,False,True,2,2,2020,0,270000.00
1079.0,2.0,6098.0,3,1,23,False,False,0,2,2018,0,102500.00
1961.0,2.0,6133.0,4,1,27,False,True,0,2,2019,0,285000.00
1850.0,2.0,5619.0,3,1,25,False,False,1,2,2020,1,334900.00
1845.0,3.0,3833.0,3,1,37,False,False,0,1,2018,0,249900.00
2217.0,3.0,5749.0,3,2,28,False,False,2,2,2020,0,180000.00
2166.0,3.0,6316.0,4,2,25,False,False,0,1,2018,0,299900.00
2697.0,3.0,11761.2,4,2,37,False,False,1,2,2019,1,292000.00
2780.0,3.0,5793.0,4,2,25,False,True,1,3,2020,1,294900.00
1574.0,2.0,5227.0,3,1,25,False,False,2,2,2020,2,280000.00
1586.0,3.0,6229.0,3,2,31,False,True,0,2,2018,0,229000.00
1506.0,2.0,6446.0,3,1,20,True,False,1,2,2021,1,250000.00
2094.0,3.0,5227.0,3,2,31,False,False,1,1,2019,1,295000.00
1791.0,2.0,6272.0,4,1,31,False,False,0,1,2018,0,239000.00
1623.0,3.0,6011.0,3,2,25,False,False,1,2,2019,0,251900.00
1611.0,2.0,5227.0,4,1,36,False,True,0,2,2018,0,245000.00
1879.0,2.0,5749.0,3,1,32,False,False,2,2,2020,1,320000.00
1445.0,3.0,3789.0,4,2,27,False,False,0,1,2019,0,215000.00
1399.0,3.0,10890.0,3,2,31,False,True,0,2,2019,0,249900.00
2601.0,3.0,6534.0,4,2,16,False,False,0,1,2018,0,315000.00
1879.0,2.0,6534.0,3,1,34,False,False,1,2,2019,1,279999.00
1611.0,2.0,5227.0,4,1,23,False,False,2,2,2020,2,264900.00
867.0,1.0,5749.0,2,1,18,False,False,0,2,2018,0,175000.00
1015.0,2.0,6316.0,3,1,26,False,False,0,1,2019,0,220000.00
2697.0,3.0,5096.0,4,2,28,False,False,0,2,2020,1,285000.00
1433.0,2.0,6316.0,3,1,57,False,True,2,2,2020,2,249900.00
977.0,1.0,8842.0,3,1,23,False,False,0,1,2018,0,208900.00
2320.0,3.0,6664.0,4,1,50,False,False,3,2,2020,2,350000.00
1655.0,2.0,5662.0,3,1,28,False,True,1,1,2019,0,255000.00
1919.0,3.0,5052.0,4,2,28,False,False,0,1,2018,0,272900.00
2060.0,3.0,5662.0,3,2,25,False,False,0,3,2018,0,269900.00
2217.0,3.0,6098.0,3,2,1,False,False,0,2,2018,0,274000.00
1343.0,2.0,9191.0,3,1,21,False,False,0,1,2018,0,207500.00
892.0,1.0,10149.0,3,1,27,False,False,0,2,2019,1,194500.00
1880.0,2.0,6141.0,3,1,26,False,False,0,2,2018,0,154999.00
1298.0,1.0,12196.8,3,1,15,False,False,0,2,2018,0,169000.00
1735.0,3.0,4225.0,4,2,19,False,True,1,2,2020,0,260000.00
1686.0,2.0,8058.0,3,1,18,False,False,0,1,2019,2,259900.00
1326.0,2.0,5749.0,3,1,20,False,False,0,1,2019,0,220000.00
1040.0,2.0,11761.2,3,1,13,False,False,1,2,2019,0,225000.00
2601.0,3.0,9408.0,4,2,72,False,False,0,1,2018,0,325000.00
2761.0,3.0,6621.0,4,2,29,True,False,0,2,2018,0,275000.00
1404.0,2.0,9801.0,3,1,46,False,False,3,2,2020,1,260000.00
1891.0,3.0,6534.0,4,1,22,False,False,1,1,2019,0,300000.00
1566.0,2.0,14374.8,3,1,28,False,False,0,1,2019,1,197900.00
1102.0,2.0,6969.0,3,1,1,False,False,0,1,2018,0,205000.00
1763.0,2.0,5488.0,3,1,23,False,False,0,1,2019,0,292900.00
1226.0,2.0,609.0,2,2,24,False,False,1,2,2020,1,174900.00
1533.0,2.0,28314.0,3,2,1,False,False,0,0,2019,0,269000.00
1441.0,2.0,7214.0,4,1,1,False,True,1,1,2019,2,235000.00
1586.0,3.0,5749.0,3,2,1,False,False,1,2,2020,0,224990.00
2589.0,3.0,6534.0,4,2,39,False,False,0,1,2018,0,315000.00
1586.0,3.0,5706.0,3,2,21,False,False,0,2,2018,0,224000.00
2311.0,3.0,6098.0,4,2,15,False,False,0,1,2018,0,269900.00
1492.0,2.0,6969.0,3,1,1,False,False,0,1,2018,0,149999.00
2470.0,3.0,6403.0,4,2,61,False,False,0,2,2020,0,260000.00
1326.0,2.0,5736.0,3,1,24,False,False,0,2,2018,0,180000.00
2277.0,3.0,8102.0,4,1,72,False,False,2,2,2020,2,375000.00
1231.0,2.0,5802.0,3,1,24,False,False,0,2,2020,0,220000.00
1574.0,2.0,5183.0,3,1,23,False,False,0,1,2018,0,239000.00
1891.0,2.0,7492.0,4,1,24,False,False,1,2,2020,2,305000.00
1512.0,3.0,28314.0,3,2,39,False,False,0,2,2020,0,315000.00
2125.0,3.0,5183.0,4,2,28,False,False,1,2,2020,0,274900.00
1779.0,3.0,6050.0,3,2,22,False,False,0,2,2019,0,286990.00
1535.0,2.0,5749.0,3,1,28,False,False,2,1,2019,2,257000.00
1919.0,3.0,5183.0,4,2,38,True,False,3,2,2020,2,359900.00
2281.0,3.0,12196.8,4,2,33,False,True,2,1,2020,1,299999.00
2696.0,3.0,8407.0,5,2,34,False,True,1,2,2020,2,410000.00
1326.0,2.0,5828.0,3,1,1,False,False,0,1,2018,0,62500.00
1705.0,3.0,4617.0,3,2,26,False,True,1,2,2020,0,247000.00
1198.0,2.0,605.0,2,2,31,False,True,1,2,2020,1,169000.00
2470.0,3.0,7100.0,4,2,30,False,True,0,2,2020,1,329000.00
1574.0,2.0,5052.0,3,1,28,False,True,3,2,2020,1,279900.00
1952.0,3.0,4660.0,3,2,21,False,False,2,2,2020,1,345000.00
857.0,1.0,6577.0,2,1,45,True,False,1,2,2020,1,160000.00
2453.0,3.0,5183.0,4,2,23,False,False,1,2,2020,0,254929.00
1768.0,2.0,7318.0,3,1,1,False,False,1,2,2020,0,267500.00
1645.0,2.0,5488.0,3,1,38,True,False,2,2,2021,0,315000.00
2912.0,3.0,5793.0,4,2,33,False,False,0,2,2018,0,186900.00
2432.0,3.0,6403.0,5,2,30,False,False,0,2,2018,0,238900.00
1522.0,2.0,5183.0,3,1,21,False,False,1,1,2019,2,264500.00
1200.0,2.0,609.0,2,2,45,False,True,0,3,2018,0,156000.00
1500.0,2.0,7927.0,3,1,9,False,False,0,1,2019,0,215000.00
1899.0,2.0,9060.0,3,1,33,False,False,0,1,2019,1,270000.00
1434.0,2.0,5702.0,2,1,16,False,False,0,2,2019,0,259521.00
2040.0,3.0,8281.0,4,2,8,False,False,0,2,2019,1,315000.00
2466.0,3.0,5501.0,4,2,2,False,False,1,1,2019,2,325250.00
1424.0,2.0,5183.0,3,1,29,False,False,0,1,2018,0,279500.00
1480.0,2.0,5052.0,3,1,56,False,True,0,2,2019,0,244900.00
2987.0,3.0,6534.0,4,2,1,False,False,1,1,2019,2,278000.00
1569.0,2.0,5009.0,3,1,28,False,False,0,2,2018,0,239000.00
1102.0,2.0,5924.0,3,1,9,False,False,0,2,2018,0,199999.00
2353.0,4.0,13503.6,4,2,27,False,False,0,3,2020,0,340000.00
2484.0,3.0,6011.0,3,2,42,False,False,1,2,2020,2,325000.00
2432.0,3.5,28314.0,3,1,54,False,False,0,2,2020,0,349900.00
2101.0,3.0,3763.0,3,2,72,False,False,0,2,2020,0,286900.00
1787.0,3.0,6011.0,3,2,15,False,False,0,1,2019,0,250000.00
2442.0,3.0,4922.0,4,2,31,False,True,0,2,2020,0,265000.00
1695.0,2.0,5488.0,3,1,1,False,False,1,2,2020,2,265000.00
2125.0,3.0,5052.0,4,2,72,False,False,0,2,2020,0,224900.00
1200.0,2.0,1263.0,3,1,48,False,False,0,2,2020,0,174900.00
1363.0,2.0,5575.0,3,1,25,True,False,3,2,2020,1,265000.00
1586.0,3.0,7230.0,3,2,32,False,False,0,1,2019,1,239900.00
2068.0,3.0,3659.0,3,2,26,False,False,1,2,2020,2,272000.00
1268.0,2.0,5749.0,4,1,30,False,False,0,1,2018,0,200000.00
1314.0,2.0,3659.0,3,1,26,False,False,0,2,2018,0,210000.00
2101.0,3.0,5140.0,3,2,29,False,False,0,2,2019,0,289000.00
4043.0,4.0,28314.0,5,2,34,False,True,0,2,2018,0,1150000.00
2395.0,4.0,6229.0,5,2,36,False,True,0,3,2019,0,299900.00
3004.0,3.0,9539.0,3,1,36,False,False,0,1,2018,0,499900.00
1753.0,2.0,6054.0,3,1,33,False,False,1,2,2020,0,335000.00
3062.0,3.0,13503.6,4,2,72,False,True,2,2,2020,0,499950.00
1788.0,3.0,3615.0,3,2,39,False,False,1,2,2020,0,260000.00
2648.0,2.0,11761.2,4,1,10,False,False,1,2,2020,2,415000.00
2102.0,3.0,4138.0,3,2,40,False,True,1,2,2020,2,285000.00
1518.0,2.0,6882.0,3,1,10,False,False,0,1,2019,0,220000.00
1111.0,2.0,3659.0,3,1,23,False,False,1,2,2020,1,225000.00
2997.0,4.0,9452.0,4,2,33,False,False,2,2,2020,2,545000.00
1449.0,2.0,6764.0,3,1,1,False,False,0,1,2019,0,254900.00
3150.0,3.0,10890.0,4,2,72,False,True,2,2,2020,0,775000.00
2101.0,3.0,3659.0,3,2,29,False,False,1,1,2019,1,225000.00
1463.0,2.0,5749.0,3,1,29,False,False,2,1,2019,0,250000.00
3763.0,4.0,28314.0,5,1,35,True,True,2,2,2019,0,685000.00
2911.0,3.5,9370.0,4,2,40,False,True,0,2,2019,0,665000.00
2038.0,3.0,4007.0,3,2,23,False,True,1,2,2020,2,285000.00
1493.0,2.0,5227.0,3,1,2,False,False,0,2,2019,0,199900.00
2068.0,3.0,3659.0,3,2,15,False,False,1,1,2020,2,245000.00
3748.0,4.0,28314.0,5,2,40,False,False,3,2,2020,0,609000.00
4043.0,4.0,28314.0,5,2,40,False,True,0,2,2018,0,1150000.00
1527.0,2.0,7187.0,3,1,32,False,False,1,2,2020,2,264900.00
2011.0,3.0,5270.0,3,2,54,False,False,1,2,2020,2,365900.00
1788.0,3.0,3484.0,3,2,1,False,False,0,1,2018,0,235000.00
3420.0,3.0,8624.0,5,2,40,False,True,0,1,2019,1,740000.00
4043.0,4.0,28314.0,5,2,45,False,False,0,2,2020,2,899000.00
1717.0,2.0,6621.0,3,1,24,False,False,0,1,2019,0,260000.00
1515.0,3.0,4965.0,3,2,32,False,True,0,2,2018,0,229000.00
3423.0,1.0,17424.0,4,2,6,False,True,1,3,2020,2,850000.00
3658.0,4.0,6534.0,5,2,17,False,False,0,2,2019,0,499000.00
1136.0,2.0,4530.0,3,1,21,False,False,0,2,2020,0,235000.00
3412.0,3.0,10890.0,4,2,59,False,True,0,2,2018,0,584000.00
2216.0,3.0,8973.0,4,2,30,False,False,2,2,2020,1,320000.00
3346.0,4.0,8929.0,5,1,72,False,False,0,2,2020,2,479900.00
3229.0,4.0,6621.0,4,2,20,False,False,0,1,2018,0,489000.00
2599.0,2.0,9583.0,3,1,1,False,False,1,1,2019,2,529999.00
3206.0,3.0,6011.0,5,2,32,False,False,2,3,2019,1,275000.00
2788.0,3.0,8407.0,4,2,38,False,False,2,2,2020,2,407000.00
2977.0,3.0,12196.8,4,1,30,False,False,2,1,2019,1,499900.00
3450.0,4.0,8276.0,4,2,40,False,True,2,2,2020,2,699000.00
2104.0,3.0,5662.0,4,2,23,False,True,0,2,2018,0,290000.00
2068.0,3.0,4617.0,4,2,16,False,False,1,2,2020,0,247900.00
1111.0,2.0,4791.0,3,1,1,False,False,0,1,2018,0,200000.00
1364.0,2.0,5052.0,3,1,53,False,False,0,2,2020,0,240000.00
3124.0,3.0,7710.0,4,2,32,False,False,2,2,2020,1,549999.00
2070.0,3.0,5793.0,4,2,72,True,True,2,2,2020,2,439900.00
1695.0,2.0,5967.0,3,1,13,False,False,0,2,2018,0,259000.00
1031.0,2.0,6446.0,3,1,23,True,False,0,2,2020,1,239900.00
4033.0,4.0,10672.0,5,2,28,True,False,0,2,2018,0,623000.00
2427.0,3.0,11761.2,3,1,32,True,False,2,1,2019,0,399500.00
1838.0,3.0,5880.0,3,2,38,False,True,1,1,2019,1,340000.00
2442.0,3.0,6969.0,4,2,33,False,False,1,2,2020,1,284900.00
1420.0,2.0,4791.0,3,1,41,False,False,3,2,2020,0,259900.00
2617.0,3.0,9583.0,4,1,41,False,False,2,2,2020,2,569900.00
2730.0,3.0,6316.0,4,2,30,False,False,1,2,2020,2,399900.00
1788.0,3.0,3702.0,3,2,21,False,False,0,3,2018,0,230000.00
2116.0,2.0,13068.0,4,1,1,False,False,1,2,2020,0,390000.00
3705.0,4.0,11325.6,4,2,28,False,False,3,2,2020,0,600000.00
2308.0,3.0,6316.0,4,2,37,False,False,0,2,2018,0,299900.00
2507.0,3.0,5619.0,4,2,16,False,False,0,2,2020,2,299000.00
2068.0,3.0,6185.0,3,2,24,False,False,0,1,2019,0,255000.00
3571.0,3.0,17424.0,4,2,42,False,True,0,2,2018,0,582500.00
1586.0,3.0,6290.0,4,2,26,False,False,0,2,2019,0,230000.00
2677.0,3.0,6141.0,4,2,72,False,True,2,2,2020,1,419000.00
3189.0,4.0,15246.0,4,2,38,True,False,1,2,2019,0,719000.00
2699.0,3.0,6011.0,4,2,36,False,False,0,1,2019,0,290000.00
1652.0,2.0,7274.0,3,1,72,False,False,0,2,2020,2,285000.00
2736.0,3.0,6490.0,4,2,23,False,False,0,2,2018,0,375000.00
3404.0,3.0,9844.0,5,2,32,True,True,0,1,2019,0,649000.00
2715.0,3.0,6098.0,4,2,1,False,False,0,1,2018,0,375000.00
1358.0,2.0,6926.0,3,1,27,False,True,1,2,2019,0,224000.00
2906.0,3.0,9321.0,4,2,50,False,False,0,2,2018,0,524900.00
2014.0,3.0,6011.0,4,2,38,False,False,0,1,2019,0,359900.00
1246.0,2.0,3615.0,3,1,28,False,False,0,2,2019,1,199900.00
2790.0,3.0,6098.0,3,2,1,False,False,0,2,2019,0,287500.00
2245.0,3.0,6446.0,4,2,29,False,True,0,1,2019,1,289700.00
2637.0,3.0,6098.0,4,2,72,False,True,1,2,2020,2,419900.00
3483.0,4.0,13503.6,4,2,21,False,False,1,1,2020,2,850000.00
2788.0,3.0,5619.0,4,1,64,False,True,2,2,2020,2,415000.00
1587.0,2.0,2526.0,2,1,59,True,False,3,2,2020,1,272000.00
1719.0,2.0,6011.0,3,1,44,False,False,0,1,2018,0,320000.00
1314.0,2.0,3615.0,3,1,30,False,False,1,2,2020,0,224900.00
2960.0,3.0,8450.0,4,2,40,False,True,1,1,2019,2,569000.00
1343.0,2.0,3615.0,3,1,22,False,False,0,1,2018,0,209900.00
2970.0,3.0,9191.0,4,2,36,False,False,1,2,2020,0,630000.00
2750.0,3.0,7143.0,4,2,50,False,True,1,1,2019,1,405000.00
1788.0,3.0,4965.0,3,2,13,False,False,0,1,2019,1,224999.00
1352.0,2.0,2081.0,3,1,28,False,True,2,3,2020,0,194000.00
2586.0,3.0,8276.0,4,1,31,False,False,2,1,2020,1,530000.00
2110.0,3.0,8407.0,3,2,36,False,True,0,1,2019,0,349700.00
937.0,1.0,6272.0,2,1,23,False,False,0,1,2019,0,189000.00
2068.0,3.0,4965.0,4,2,1,False,True,0,2,2020,0,139900.00
4043.0,4.0,28314.0,5,2,72,False,True,2,2,2020,1,1150000.00
3546.0,4.0,8189.0,5,2,36,False,True,0,1,2019,1,520000.00
1989.0,2.0,11761.2,4,1,31,False,False,2,2,2020,2,339900.00
1500.0,2.0,5619.0,3,1,36,False,False,2,2,2020,0,277500.00
3484.0,3.0,11325.6,5,2,8,False,False,0,2,2018,0,540000.00
2870.0,3.0,8668.0,4,2,40,False,False,0,1,2019,0,425000.00
1736.0,3.0,5662.0,3,2,1,False,True,0,1,2019,1,270000.00
4149.0,4.0,28314.0,4,1,29,False,False,0,2,2018,0,1150000.00
2686.0,3.0,8712.0,4,2,22,False,False,1,2,2020,1,415000.00
2015.0,3.0,4748.0,4,2,38,False,False,0,1,2019,2,335000.00
2790.0,3.0,6534.0,3,2,9,False,False,0,1,2019,1,256000.00
2494.0,3.0,8450.0,4,1,40,False,True,3,2,2020,1,510000.00
1364.0,2.0,5227.0,3,1,1,False,False,0,2,2018,0,225000.00
2633.0,3.0,6250.0,4,2,1,False,False,0,1,2020,0,369000.00
2013.0,3.0,5749.0,4,2,54,False,False,1,2,2020,0,310000.00
4043.0,4.0,28314.0,4,2,39,False,False,0,1,2018,0,1150000.00
3094.0,3.0,8276.0,4,2,39,False,True,2,2,2020,1,399900.00
1693.0,3.0,3737.0,3,2,5,False,False,0,2,2019,0,229000.00
2240.0,3.0,5227.0,4,2,1,False,False,0,1,2018,0,264900.00
2859.0,3.0,13939.2,3,1,23,False,True,2,3,2020,2,685000.00
2546.0,3.0,11325.6,3,2,57,False,True,1,2,2019,0,499999.00
3057.0,3.0,11325.6,4,2,29,True,True,1,2,2020,2,550000.00
3777.0,3.0,9278.0,4,2,39,False,True,0,2,2018,0,584000.00
2100.0,3.0,3484.0,3,2,15,False,False,0,1,2019,0,235000.00
2174.0,3.0,9365.0,4,2,37,False,False,1,1,2019,0,300000.00
2469.0,3.0,5749.0,3,1,64,False,True,1,2,2020,2,370000.00
3124.0,4.0,14374.8,4,1,38,False,False,0,1,2018,0,519900.00
3535.0,4.0,14374.8,4,2,30,False,True,0,1,2019,0,749995.00
1778.0,3.0,6534.0,3,2,33,False,False,0,1,2018,0,240000.00
4043.0,4.0,28314.0,5,1,13,False,True,0,2,2018,0,1150000.00
